production_number,case,source_path_relative,faction_or_context,functional_family,descriptive_asset_name,canonical_stem,rendered_format,review_decision,recommended_format,review_notes,rendered_media,recommended_media,reused_reviewed_pilot
314,00128--avchinook--8447c341,"W3DZH.big\Art\W3D\AFG America Vehicle Chinook, America Vehicle Chinook, CINE America Vehicle Chinook, Lazr America Vehicle Chinook, Sup W America Vehicle Chinook - AVChinook.w3d",USA,Aviation,Chinook Transport Helicopter,AVChinook,mp4,publish,mp4,Complete recognizable subject with substantial or narratively useful mechanical motion.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00128--avchinook--8447c341\USA - Aviation - Chinook Transport Helicopter - AVChinook.mp4,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00128--avchinook--8447c341\USA - Aviation - Chinook Transport Helicopter - AVChinook.mp4,True
315,00138--avchinookag--348351b1,W3DZH.big\Art\W3D\Air F America Vehicle Chinook - AVChinookAG.w3d,USA,Aviation,Chinook Transport Helicopter,AVChinookAG,mp4,publish,mp4,Complete recognizable subject with substantial or narratively useful mechanical motion.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00138--avchinookag--348351b1\USA - Aviation - Chinook Transport Helicopter - AVChinookAG.mp4,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00138--avchinookag--348351b1\USA - Aviation - Chinook Transport Helicopter - AVChinookAG.mp4,True
316,04080--avcomanche--01d791cf,"ZH_Generals\W3D.big\Art\W3D\America Vehicle Comanche, CINE America Vehicle Comanche, CINE America Vehicle Comanche 02, CINE USA 08 America Vehicle Comanche, Lazr America Vehic - AVComanche.w3d",USA,Aviation,Comanche Attack Helicopter,AVComanche,mp4,publish,mp4,Complete recognizable subject with substantial or narratively useful mechanical motion.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04080--avcomanche--01d791cf\USA - Aviation - Comanche Attack Helicopter - AVComanche.mp4,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04080--avcomanche--01d791cf\USA - Aviation - Comanche Attack Helicopter - AVComanche.mp4,True
317,00139--avcomancheag--238d0b22,W3DZH.big\Art\W3D\Air F America Vehicle Comanche - AVComancheAG.w3d,USA,Aviation,Comanche Attack Helicopter,AVComancheAG,mp4,publish,mp4,Complete recognizable subject with substantial or narratively useful mechanical motion.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00139--avcomancheag--238d0b22\USA - Aviation - Comanche Attack Helicopter - AVComancheAG.mp4,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00139--avcomancheag--238d0b22\USA - Aviation - Comanche Attack Helicopter - AVComancheAG.mp4,True
318,00142--avcomanche-d2--538a5659,"W3DZH.big\Art\W3D\Air F Comanche Blades, Comanche Blades - AVComanche_D2.w3d",USA,Aviation,Comanche Blades,AVComanche_D2,mp4,reject,,component only or contextless subassembly,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00142--avcomanche-d2--538a5659\USA - Aviation - Comanche Blades - AVComanche_D2.mp4,,False
319,00134--avsgunship--52af7893,"W3DZH.big\Art\W3D\Air F America Jet Spectre Gunship 1, Air F America Jet Spectre Gunship 2, Air F America Jet Spectre Gunship 3, America Jet Spectre Gunship, Boss Jet Spectre - AVSGunship.w3d",USA,Aviation,Spectre Gunship,AVSGunship,gif,publish,gif,"Complete or intelligible subject with subtle, short, or continuously looping motion.",C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00134--avsgunship--52af7893\USA - Aviation - Spectre Gunship - AVSGunship.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00134--avsgunship--52af7893\USA - Aviation - Spectre Gunship - AVSGunship.gif,True
320,00158--cbairport2--9741f823,W3DZH.big\Art\W3D\American Airport 02 - CBAIRPORT2.w3d,USA,Base Building,Airport 02,CBAIRPORT2,gif,reject,,no useful visible motion,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00158--cbairport2--9741f823\USA - Base Building - Airport 02 - CBAIRPORT2.gif,,False
321,00044--abbtcmdswg--41855822,W3DZH.big\Art\W3D\ABBtCmdSWG.w3d,USA,Base Building,Bt Cmd SWG,ABBtCmdSWG,gif,publish,gif,"Complete or intelligible subject with subtle, short, or continuously looping motion.",C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00044--abbtcmdswg--41855822\USA - Base Building - Bt Cmd SWG - ABBtCmdSWG.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00044--abbtcmdswg--41855822\USA - Base Building - Bt Cmd SWG - ABBtCmdSWG.gif,True
322,04065--pmchkpnt02--dd117935,"ZH_Generals\W3D.big\Art\W3D\America Checkpoint, Check Point Crossing Guard - PMChkPnt02.w3d",USA,Base Building,Checkpoint,PMChkPnt02,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04065--pmchkpnt02--dd117935\USA - Base Building - Checkpoint - PMChkPnt02.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04065--pmchkpnt02--dd117935\USA - Base Building - Checkpoint - PMChkPnt02.gif,False
323,03854--abprison-a6sn--2943495c,ZH_Generals\W3D.big\Art\W3D\ABPrison_A6SN.w3d,USA,Base Building,Detention Camp,ABPrison_A6SN,gif,reject,,incomplete construction state or placeholder material,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03854--abprison-a6sn--2943495c\USA - Base Building - Detention Camp - ABPrison_A6SN.gif,,False
324,00162--cbdriveins--30ffef67,W3DZH.big\Art\W3D\American Drive In Snacks - CBDriveInS.w3d,USA,Base Building,Drive In Snacks,CBDriveInS,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00162--cbdriveins--30ffef67\USA - Base Building - Drive In Snacks - CBDriveInS.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00162--cbdriveins--30ffef67\USA - Base Building - Drive In Snacks - CBDriveInS.gif,False
325,00164--cmfastfoo--d5fe0216,W3DZH.big\Art\W3D\American Fast Food - CMFastFoo.w3d,USA,Base Building,Fast Food,CMFastFoo,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00164--cmfastfoo--d5fe0216\USA - Base Building - Fast Food - CMFastFoo.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00164--cmfastfoo--d5fe0216\USA - Base Building - Fast Food - CMFastFoo.gif,False
326,00052--abgdctower--a3b02160,W3DZH.big\Art\W3D\ABGDCTower.w3d,USA,Base Building,GDC Tower,ABGDCTower,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00052--abgdctower--a3b02160\USA - Base Building - GDC Tower - ABGDCTower.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00052--abgdctower--a3b02160\USA - Base Building - GDC Tower - ABGDCTower.gif,False
327,00166--cbhangr03--2d72e597,W3DZH.big\Art\W3D\American Hangar 03 - CBHangr03.w3d,USA,Base Building,Hangar 03,CBHangr03,gif,reject,,no useful visible motion,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00166--cbhangr03--2d72e597\USA - Base Building - Hangar 03 - CBHangr03.gif,,False
328,00095--absdlnksw--6763765a,W3DZH.big\Art\W3D\ABSDLnkSW.w3d,USA,Base Building,SD Lnk SW,ABSDLnkSW,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00095--absdlnksw--6763765a\USA - Base Building - SD Lnk SW - ABSDLnkSW.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00095--absdlnksw--6763765a\USA - Base Building - SD Lnk SW - ABSDLnkSW.gif,False
329,00099--absecuwall--bde04725,W3DZH.big\Art\W3D\ABSECUWALL.w3d,USA,Base Building,SECUWALL,ABSECUWALL,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00099--absecuwall--bde04725\USA - Base Building - SECUWALL - ABSECUWALL.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00099--absecuwall--bde04725\USA - Base Building - SECUWALL - ABSECUWALL.gif,False
330,00102--absecuwall-e--0705949c,W3DZH.big\Art\W3D\ABSecuWall_E.w3d,USA,Base Building,Secu Wall,ABSecuWall_E,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00102--absecuwall-e--0705949c\USA - Base Building - Secu Wall - ABSecuWall_E.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00102--absecuwall-e--0705949c\USA - Base Building - Secu Wall - ABSecuWall_E.gif,False
331,03962--absupdrop-ens--beb75bc0,ZH_Generals\W3D.big\Art\W3D\ABSupDrop_ENS.w3d,USA,Base Building,Supply Drop Zone,ABSupDrop_ENS,gif,reject,,component only or contextless subassembly,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03962--absupdrop-ens--beb75bc0\USA - Base Building - Supply Drop Zone - ABSupDrop_ENS.gif,,False
332,00114--abtmhkstmsw-a1--d7689cb0,W3DZH.big\Art\W3D\ABTmHkStmSW_A1.w3d,USA,Base Building,Tm Hk Stm SW A 1,ABTmHkStmSW_A1,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00114--abtmhkstmsw-a1--d7689cb0\USA - Base Building - Tm Hk Stm SW A 1 - ABTmHkStmSW_A1.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00114--abtmhkstmsw-a1--d7689cb0\USA - Base Building - Tm Hk Stm SW A 1 - ABTmHkStmSW_A1.gif,False
333,00115--abtmhkstmsw-a2--988338d0,W3DZH.big\Art\W3D\ABTmHkStmSW_A2.w3d,USA,Base Building,Tm Hk Stm SW A 2,ABTmHkStmSW_A2,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00115--abtmhkstmsw-a2--988338d0\USA - Base Building - Tm Hk Stm SW A 2 - ABTmHkStmSW_A2.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00115--abtmhkstmsw-a2--988338d0\USA - Base Building - Tm Hk Stm SW A 2 - ABTmHkStmSW_A2.gif,False
334,00116--abtmhkstmsw-a3--fe5c08d3,W3DZH.big\Art\W3D\ABTmHkStmSW_A3.w3d,USA,Base Building,Tm Hk Stm SW A 3,ABTmHkStmSW_A3,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00116--abtmhkstmsw-a3--fe5c08d3\USA - Base Building - Tm Hk Stm SW A 3 - ABTmHkStmSW_A3.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00116--abtmhkstmsw-a3--fe5c08d3\USA - Base Building - Tm Hk Stm SW A 3 - ABTmHkStmSW_A3.gif,False
335,00118--abtmhkstmsw-da1--588ce65a,W3DZH.big\Art\W3D\ABTmHkStmSW_DA1.w3d,USA,Base Building,Tm Hk Stm SW DA 1,ABTmHkStmSW_DA1,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00118--abtmhkstmsw-da1--588ce65a\USA - Base Building - Tm Hk Stm SW DA 1 - ABTmHkStmSW_DA1.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00118--abtmhkstmsw-da1--588ce65a\USA - Base Building - Tm Hk Stm SW DA 1 - ABTmHkStmSW_DA1.gif,False
336,00119--abtmhkstmsw-da2--3036e064,W3DZH.big\Art\W3D\ABTmHkStmSW_DA2.w3d,USA,Base Building,Tm Hk Stm SW DA 2,ABTmHkStmSW_DA2,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00119--abtmhkstmsw-da2--3036e064\USA - Base Building - Tm Hk Stm SW DA 2 - ABTmHkStmSW_DA2.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00119--abtmhkstmsw-da2--3036e064\USA - Base Building - Tm Hk Stm SW DA 2 - ABTmHkStmSW_DA2.gif,False
337,00120--abtmhkstmsw-da3--54b3a0be,W3DZH.big\Art\W3D\ABTmHkStmSW_DA3.w3d,USA,Base Building,Tm Hk Stm SW DA 3,ABTmHkStmSW_DA3,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00120--abtmhkstmsw-da3--54b3a0be\USA - Base Building - Tm Hk Stm SW DA 3 - ABTmHkStmSW_DA3.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00120--abtmhkstmsw-da3--54b3a0be\USA - Base Building - Tm Hk Stm SW DA 3 - ABTmHkStmSW_DA3.gif,False
338,00122--abtmhkstmsw-ea1--b11d33cf,W3DZH.big\Art\W3D\ABTmHkStmSW_EA1.w3d,USA,Base Building,Tm Hk Stm SW EA 1,ABTmHkStmSW_EA1,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00122--abtmhkstmsw-ea1--b11d33cf\USA - Base Building - Tm Hk Stm SW EA 1 - ABTmHkStmSW_EA1.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00122--abtmhkstmsw-ea1--b11d33cf\USA - Base Building - Tm Hk Stm SW EA 1 - ABTmHkStmSW_EA1.gif,False
339,00123--abtmhkstmsw-ea2--74e59836,W3DZH.big\Art\W3D\ABTmHkStmSW_EA2.w3d,USA,Base Building,Tm Hk Stm SW EA 2,ABTmHkStmSW_EA2,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00123--abtmhkstmsw-ea2--74e59836\USA - Base Building - Tm Hk Stm SW EA 2 - ABTmHkStmSW_EA2.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00123--abtmhkstmsw-ea2--74e59836\USA - Base Building - Tm Hk Stm SW EA 2 - ABTmHkStmSW_EA2.gif,False
340,00124--abtmhkstmsw-ea3--e1f6e5c7,W3DZH.big\Art\W3D\ABTmHkStmSW_EA3.w3d,USA,Base Building,Tm Hk Stm SW EA 3,ABTmHkStmSW_EA3,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00124--abtmhkstmsw-ea3--e1f6e5c7\USA - Base Building - Tm Hk Stm SW EA 3 - ABTmHkStmSW_EA3.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00124--abtmhkstmsw-ea3--e1f6e5c7\USA - Base Building - Tm Hk Stm SW EA 3 - ABTmHkStmSW_EA3.gif,False
341,00108--absecwally-e--63c499bb,W3DZH.big\Art\W3D\ABSecWallY_E.w3d,USA,Base Building,Wall,ABSecWallY_E,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00108--absecwally-e--63c499bb\USA - Base Building - Wall - ABSecWallY_E.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00108--absecwally-e--63c499bb\USA - Base Building - Wall - ABSecWallY_E.gif,False
342,00130--abfirebase--6b00156e,"W3DZH.big\Art\W3D\Air F America Fire Base, America Fire Base, Lazr America Fire Base, Sup W America Fire Base - ABFIREBASE.w3d",USA,Base Defense,Fire Base,ABFIREBASE,mp4,publish,mp4,Complete recognizable subject with substantial or narratively useful mechanical motion.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00130--abfirebase--6b00156e\USA - Base Defense - Fire Base - ABFIREBASE.mp4,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00130--abfirebase--6b00156e\USA - Base Defense - Fire Base - ABFIREBASE.mp4,True
343,00047--abfirebase-d--9b3f0645,W3DZH.big\Art\W3D\ABFIREBASE_D.w3d,USA,Base Defense,Fire Base,ABFIREBASE_D,mp4,publish,mp4,Complete recognizable subject with substantial or narratively useful mechanical motion.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00047--abfirebase-d--9b3f0645\USA - Base Defense - Fire Base - ABFIREBASE_D.mp4,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00047--abfirebase-d--9b3f0645\USA - Base Defense - Fire Base - ABFIREBASE_D.mp4,True
344,03837--abpatriot-a6sn--77229a05,ZH_Generals\W3D.big\Art\W3D\ABPATRIOT_A6SN.w3d,USA,Base Defense,Patriot Battery,ABPATRIOT_A6SN,mp4,reject,,incomplete construction state or placeholder material,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03837--abpatriot-a6sn--77229a05\USA - Base Defense - Patriot Battery - ABPATRIOT_A6SN.mp4,,False
345,00129--abbtcmdhqa--e78ee193,W3DZH.big\Art\W3D\Air F America Command Center - AbbtCmdHQA.w3d,USA,Base Infrastructure,Command Center,AbbtCmdHQA,gif,publish,gif,"Complete or intelligible subject with subtle, short, or continuously looping motion.",C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00129--abbtcmdhqa--e78ee193\USA - Base Infrastructure - Command Center - AbbtCmdHQA.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00129--abbtcmdhqa--e78ee193\USA - Base Infrastructure - Command Center - AbbtCmdHQA.gif,True
346,03974--absupplyct-a5sn--81564107,ZH_Generals\W3D.big\Art\W3D\ABSupplyCT_A5SN.w3d,USA,Base Infrastructure,Supply Center,ABSupplyCT_A5SN,gif,reject,,component only or contextless subassembly,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03974--absupplyct-a5sn--81564107\USA - Base Infrastructure - Supply Center - ABSupplyCT_A5SN.gif,,False
347,04085--avamphib--2d810648,ZH_Generals\W3D.big\Art\W3D\Amphibious Transport - AvAmphib.w3d,USA,Ground Vehicles,Amphibious Transport,AvAmphib,mp4,reject,,no useful visible motion,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04085--avamphib--2d810648\USA - Ground Vehicles - Amphibious Transport - AvAmphib.mp4,,False
348,04050--avbattledr--01127027,"ZH_Generals\W3D.big\Art\W3D\Air F America Vehicle Battle Drone, America Vehicle Battle Drone, Lazr America Vehicle Battle Drone, Sup W America Vehicle Battle Drone, Sup W Amer - avbattledr.w3d",USA,Ground Vehicles,Battle Drone,avbattledr,mp4,publish,mp4,Complete recognizable subject with substantial or narratively useful mechanical motion.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04050--avbattledr--01127027\USA - Ground Vehicles - Battle Drone - avbattledr.mp4,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04050--avbattledr--01127027\USA - Ground Vehicles - Battle Drone - avbattledr.mp4,True
349,00151--avbattlesh--51cb97d4,"W3DZH.big\Art\W3D\America Vehicle Battle Ship, America Vehicle Battle Ship Demo, America Vehicle Battle Ship USS Bender - avbattlesh.w3d",USA,Ground Vehicles,Battle Ship,avbattlesh,mp4,reject,,no useful visible motion,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00151--avbattlesh--51cb97d4\USA - Ground Vehicles - Battle Ship - avbattlesh.mp4,,False
350,00199--avbattlesh-d--10b135e5,W3DZH.big\Art\W3D\avbattlesh_D.w3d,USA,Ground Vehicles,Battle Ship Demo,avbattlesh_D,mp4,reject,,no useful visible motion,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00199--avbattlesh-d--10b135e5\USA - Ground Vehicles - Battle Ship Demo - avbattlesh_D.mp4,,False
351,04051--avconstdoz-a--8a249895,"ZH_Generals\W3D.big\Art\W3D\Air F America Vehicle Dozer, America Vehicle Dozer, Boss Vehicle Dozer, Lazr America Vehicle Dozer, Sup W America Vehicle Dozer - avconstdoz_A.w3d",USA,Ground Vehicles,Dozer,avconstdoz_A,mp4,publish,mp4,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04051--avconstdoz-a--8a249895\USA - Ground Vehicles - Dozer - avconstdoz_A.mp4,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04051--avconstdoz-a--8a249895\USA - Ground Vehicles - Dozer - avconstdoz_A.mp4,False
352,05839--avptboat--05fb9c45,ZH_Generals\W3D.big\Art\W3D\Civilian Vehicle PT Boat - AVPTBoat.w3d,USA,Ground Vehicles,PT Boat,AVPTBoat,mp4,reject,,no useful visible motion,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05839--avptboat--05fb9c45\USA - Ground Vehicles - PT Boat - AVPTBoat.mp4,,False
